station;station_name;latitude;longitude
512727;кеяняреоэ;47.84080124;40.21666718
512708;цнпмюъ;47.81746674;40.1961441
512407;чахкеимюъ;;
512303;меяберюи;47.80779648;39.88795853
512106;яскхм;47.88127518;40.09297943
512002;гбепебн;48.02025986;40.11500549
511508;рюцюмпнц;47.22132111;38.91448975
511419;рюцюмпнц-оюяяюфхпяйхи;47.26280594;38.91751862
511404;люпжебн;47.26309586;38.8842392
511353;яхмъбяйюъ;47.27587891;39.26057816
511349;лнпяйюъ;47.29206848;39.09556198
511207;мейкхмнбйю;47.40530777;38.92077255
781409;пебдю;56.81217194;59.92631531
780506;ейюрепхмаспц-оюяяюфхпяйхи;56.85891342;60.60606384
263124;мевермши опхелн-нропюбнвмши оюпй;;
260003;мхфмхи мнбцнпнд-янпрхпнбнвмши;56.2866478;43.85425186
260200;мхфмхи мнбцнпнд-лняйнбяйхи;56.32216644;43.94569397
263105;йнбпнб I;56.36870575;41.30460739
263047;тедскнбн;56.37538147;41.22251511
262901;мнбйх II;56.38475037;41.11244965
263001;мнбйх I;56.36240387;41.07499695
262941;брнпнбн;56.26891327;40.78638458
262920;репеунбхжш;56.31485748;40.93086624
262704;бкюдхлхп;56.12989807;40.42033005
262102;оерсьйх;55.92477417;39.46283722
268611;янкнбеийн;55.44664764;43.80608368
267407;ьепярйх;57.97486877;47.4455452
267303;аспеонкнл;57.9441452;47.35351944
267200;охфлю;57.86239624;47.10190201
267106;рнмьюебн;57.77303696;46.85821533
267002;ьюусмэъ;57.67169189;46.61795807
266724;наунд;57.56892014;46.21188354
266705;юпэъ;57.49278641;45.96202087
266601;спемэ;57.4633522;45.79377365
266508;сярю;57.42881775;45.66453552
266300;ьелюмхую;57.30243301;45.38492966
266207;берксфяйюъ;57.1716423;45.12295532
266005;ясунаегбндмне;57.04484558;44.88938141
265900;йепфемеж;56.91634369;44.62104416
265806;яелемнб;56.79403687;44.48057556
265628;рюпюяхую;;
265609;кхмдю;56.61269379;44.10244751
265505;йюкхйхмн;56.54589462;44.06116104
265401;йхяекхую;56.47485352;44.04553986
265308;рнкнйнмжебн;56.40539932;43.98187256
264926;нйяйюъ;56.15660477;43.81348801
